text_akhir,polarity
youtube tolong update fitur mengedit video video diposting,positive
parah iklan menit menyentuh tombol lewati iklananjir,negative
pakai iklan gopay segede gaban gabisa dihapus dr layarganggu banget nonton iklan go pay,positive
subscribe views uang gitu views subs mohon update bercanda,negative
yuotube bagus tolong kurangin pemakaian kouta nonton vidio pemakaiannya boros mantap,negative
lambat putar video wifi stabil,positive
youtube persi terbar cepat update impo hiburan ilmu pengalaman dapatkan yutube,positive
update parah video ngelag dibuka,negative
tolong perbaiki bugnya utamakan kepuasan pengguna menikmati hasilnya,positive
buka tube langsung video shorts eaudah kaya tik tok ajjmending update,positive
tolong youtube aplikasi perbarui aplikasi aman kayak youtube lihat komentar youtube tulis gacor slot tolong perbarui,negative
praktis smart tv matikan tv log ssndiri,positive
tolong diperbaiki masuk log bikin ribet ngak,negative
bagustapi suruh updet pas updet suruh updet ceritanya hp,positive
tolong perbaiki versi youtube usang diperbaiki kasih bintang,negative
membuka youtube memincet masuk kedalam aplikasi langsung masuk mohon perbaiki,negative
kasi bintang donload vidio jam cuman donload mmenit tolomg perbaiki,negative
dibuka update kaya gini watching update sempurnakan error sok sok,negative
aplikasi bagus kenpa kenpa heran deh,negative
jelek suka bug youtube usang pembaruan tersedia upload susah,negative
lambat banget nonton short error bangett tolong perbaikannya yt,negative
tolong kembalikan uang tarik otomatis akun dana senilai sengaja kepencet fitur langganan mohon kembalikan uang membutuhkan,positive
bug komen vidio orang tolong bug selesai,negative
kerja bagus youtube update jelek kualitasnya,negative
loading terkendala update erorr,neutral
tolong kondisikan iklan emang fitur premium non premium kebangetan iklannya,positive
saldo dana tibatiba terpotong pembelian apapun aplikasi youtube tolong kembalikan saldo dana,positive
yuotube gax dbuka daktifkan gax dbuka,neutral
komentar terkirim membalas pesan youtube menyebalkan youtube memperbaiki bug,neutral
fitur subscriber batasi mendingan dibatasi subscribe channel banyaknya,neutral
bagus maaf kasih rating kadang kadang iklan gitu,positive
terkadang error clear apps mohon diperbaiki,negative
kebanyakan iklan mendownload video memakai youtube premium malas,neutral
mantap karaokean sayang hp kentang full hd hehewkwk,positive
youtube short tombol ganggu banget tengahtengah tolong fix,negative
tolonglah benerin iklan nge stuck stuck gitu gabisa puter vid gara gara iklan jalan,negative
dibuka android putar youtube,neutral
bagiku apk youtube suka menghibur pokoknya bermanfaat,positive
iklan iklanmu tolong admin gk vidionya iklan,positive
tolong perbaiki kadang suaranya hilang iklan,positive
profesional mengelola menjaga privasi user monetisasi dipermudah pengguna mobile,negative
diperbaharuisdh prbaharuittp sja dbka gmna ik aplikasinyamau dhpus sulit skli,neutral
aplikasi ngeselin bug handle turun ganti,negative
suka parah youtube nonton,negative
download vidionya udaa download tetep gabisa tonton,negative
update pause nyaman ganggu banget,positive
suka yutub pusing teguh sugianto main game siren head,neutral
bagustidak kekurangan namundisarankan menampilkan video,negative
seandainya fitur dubbing bahasa indonesia bahasa seru banget kali,negative
membuka youtube menit aplikasi,negative
bug pemilihan kualitas pakai mode gelap pilihannya,neutral
aplikasi buruk update gajelas ngalamin ngelag jaringan aman,negative
tontonan seharihari bagus banget video dunia diluar,negative
update lag bikin video cannel utama musromi,neutral
tolong youtube kali dimasukin hp biar tulisan gitu tulisannya kayak youtubenya youtube usang,negative
suka menyenangkan pas update dipake youtube,positive
teman disaat aplikasinya membantu banget suka brpwsing,positive
gk bintang youtube xpaer hp hp gini youtube kasih bintang dasar youtube pilih kasih,neutral
buka youtube langsung muter video tolong kembalikan,positive
susah youtube premiummau beli eror muncul hitam tersedia apalah,negative
mohon diperbaiki ta gangguan menjalankan aplikasi,negative
habis iklan hilang suara nyaperbaiki bug yt,neutral
lihat video ngelag tonton sinyal lancar,positive
hp sya andriod youtubenya gk dbuka bolak instal ulang,neutral
youtube gantinya tv kebanyakan iklan video hapus youtube video negatif mendingan apus aplikasi,negative
youtube suka error update,negative
layar youtube gk buka pencet cuba layar warna putih,negative
terima kasih youtbe sudh meembuat senang konten² sanagat seru banayak konten harap band,positive
tolong perbaiki bug youtube komen komentar video short tonton,negative
masuk youtube update pas playstore bacaan update,neutral
youtube tolollll tiktok hadeh back ngulang keataswaduh youtube konyol video youtube sedikiit banget hufff youtube tolooll banget tersedia youtube youtube sedunia scrool kali mentok tonton mbok dimunculkan payah tontonan youtube ra mutu ra enek referensi liyo video kuwi tok youtube toloooll ruwwet,negative
nonton youtube skrg nyaman kebanyakan iklan youtube laku,positive
suka aplikasinya usahain update update banyakin kekurangan diperbaiki,negative
sinyal nonton shorts gk tolong perbaiki,positive
aplikasi berfusi baikaplikasi lancarkalau lambatnya ampun,negative
mengakses siaran berita lalod terbuka,negative
tolong youtube diperbaiki masak llhatt live orang youtube pilih resolusi p eh resolusi p keganti p tolong diperbaiki,positive
menghibur kualitas diatur mines kadang pencarian putih doang,positive
video tonton gk tertambahkan kembalikan perhitungan dislike,negative
bug navigation bar menutupi mode layar miring,negative
seru hiburan bug kaya laya patah patah ngelag youtube kids,negative
buruk iklan ramai pemakai cari untung,negative
tolong youtube bertindak cepat youtube short komenkomenan judol meresahkan mohon youtube bertindak mempromosikan judol komen youtube short,negative
bagus menonton film film seru minusnya iklan apa-apa,negative
iklan diclose iklannya menutupi konten,neutral
iklan parah skrol skrol iklan nempel,negative
youtube menyajikan kegiatan ketrampilan kebutuhan sehari penambah hiburan usia menjauhkan amnesia,positive
aplikasi bagus menghibur banget internet pakai downloadtan,negative
pas diupdate gabisa ngomentar shorts semoga fixx,positive
maaf buka gitu ngelag gambarnya hitam gitu,negative
bagus kejadian dialami orang jaringan bagus lancar,negative
tolong perbaiki aplikasi versi terbaru terimakasih tube,positive
capcut fitur bayar apsih youtube premium iklan muncul muluuu,negative
komenan tiba² mode terbatas sudh nonaktifkan mode terbatasnya tetep,positive
hp android mengunakan youtube main ml lancar wkwkwkkw,positive
sayangkan hp android versi uda ngak akses youtube,positive
apdet tolong perbaiki min udh apdet ulang perbaiki min,positive
youtub beres video pecah layar penuh aneh banget youtube,positive
youtube kesini kesana udh update update salah unistal ajago netflix,negative
yotube pakai pakai go tube tolong yah yotube perbaiki,positive
aplikasi iklan premium tetep iklan pakai gotub,negative
aplikasi sampah nonton short aneh aplikasi bikin aplikasi becus,negative
kapada youtube mohon update vidio download hapuss dowload vidio barapa gb abiss hape jelek youtube yanag jelak,negative
lihat aneh eror banting hp update kayak eror lempar hp gara eror banting lemparpukul beli wifidll tetep eror iklan,negative
login menonton tolong diperbaiki,positive
pas kepentingan video download bayar mahal,positive
youtube tolong kasih fitur popup layar mati like biar notice,negative
bagus pencariannya komplit youtube login akun,negative
aplikasi bermutu spam promosi situs judi online ditindak gini kualitas komentar youtube jelek spam,negative
apk bugsering force close diload home pagenya,negative
ngebug melulu berhenti nonton gini bagus jelek,negative
assalamualaikum wr youtube bagus youtube komen tolong diperbaiki hp komen nahh hp konsepnya ohh mencari channel namanya cantika fanny saputri segitu infonya assalammualaikum warohmatullah hiwabarokatuh,negative
updatenya aneh yt shorts gbisa double tap like sm pemutaran otomatis hilang,positive
eh vdio ytb download diliat ktnya ytb isi premium sumpah ngeeselinnnn,negative
hp youtube suru buka broser broser pas buka komentar short ah,positive
youtube gk mutar vidio putar vidio gk loding doang wifi stabil,positive
aplikasi bagus banget anak anak pra sekolah belajar edukasi aplikasi,negative
semenjak update iklannya menggangu dihilangin,neutral
terkadang menonton,positive
saran coba youtube teknologi ai mendeteksi menghapus komen terkait promosi judi online kolom komentar video mengganggu menyesatkan,negative
kualitas mode short pemilihan kualitas video,positive
bagus pas download lumayan kaya bug gitu bug nyaa ituu yangg ngebuattt bisaa bukaaa youtube,neutral
mempromosikan produk kepencet kebeli harganya mahal coba deh situ cokk kepencet beli tolong diperbaiki streesss,positive
aplikasi menarik lihat video musik short bagus banget,neutral
menyukai bikin video error pakai jaringan,negative
update downgrade apknya payah suka iklan mengganggu nonton,positive
diupdate komen short video diklik,neutral
download videonya update update gk,neutral
bagus tolong berandanya disesuai dng shercing,negative
menemukan bug buka aplikasi youtube layarnya petis youtube diperbarui,negative
bug aplikasi menampilkan tombol play pause layar,negative
susah optimal sekarangmh sperti erorr hapus data berpengaruh aplikasi,negative
aplikasi usang update tetp gk dipakai,negative
ganti handle youtube tolong perbaiki bagus,negative
buruk versi terbaru download gratis membayar,neutral
setuju apk buka tibatiba muncul iklan pokok jelek banget huh mendingan gotube ikklannya setuju gotube,negative
halo kak kemarin sengaja berlangganan aplikasi aplikasi terhubung akun dana tolong kembalikan saldo dana kesedot mohon,positive
baru² nonton vidionya pause berkali² tolong bantuannya,positive
maksa update rusak bug gajelas,negative
fitur voice prediksi lagunya jelek banget tolong diperbaiki,negative
si banget konten tersedia perbaikin terusan,positive
menonton youtube gk tulisan youtube menanggapi gk nonton,negative
alasan lihat tube download mimta tolong diperbaiki,positive
sumpah gjls update lgiudh gini tolong diperbaikin servernya,positive
kenapayutubnya keubah jaringannya say dowlod pakai seluler keubah wifi downlot rusak yutub,neutral
susah youtube premium gagal,negative
deh pas upload vidio yt bug like say kecewa udh like like,positive
update jelek aplikasinya tolong diperbaiki bos terimakasih,positive
youtube bug vidio suara hapus game hapus dowload tolong benerin,negative
kasih bintang buka suruh buka google play buka suruh aplikasi ponsel,negative
youtube skrg lambat pakai nonton kirain wifi lambat trnyata youtube,positive
suka lihat youtube suka banget youtube lihat apapun sebarang kali apapun hantu aiuu sebarang,positive
iklan detik biar ganggu,negative
iklannya kesannya menggangu,neutral
aplikasi ok youtube komen lihat video youtube,positive
udh cari tut donwload video udh dicoba,negative
sayah bermain ngelek barang wifi bayar peke hospot gk,negative
youtube dibuka youtube menanggapi sudh diupdate,negative
nonton video youtube kualitas lambat patah patah,negative
buka youtube langsung memutar video tolong perbaiki,positive
sya yutub pas memutar video loading benget dehjadi nonton yutube,positive
menonton detik terphause nyaman,positive
ayolah bisanya youtube buka ayolah aura,neutral
sengaja isi dana potong youtube premium berlangganan kebalikan,positive
bagus banget kebanyakan iklan hp suka ngeleg bagus,positive
update dibuka bug taisu,neutral
aplikasi kotol udh apdet berapakali tetep gk buka youtube,negative
youtube deh okelahtapi komentar short susah kolom komentar pas tombol navigasi hpku komen youtube,neutral
tolong kembalikan uang tertarik senilai rp sengaja kepencet fitur langganan mohon kembalikan uang membutuhkan,positive
berkali kali saran youtube postingan grup fb adaada komunitas pembuat channel dimana menjangkau user,negative
tolong perbaiki pas bukak youtube vidio otomatis putar tolong kembalikan,positive
kebanyakan iklan remek iklane klobsa lagu menit kasih iklan menit bulsyyyttt lamayoutube,positive
mangkin update mangkin gizi youtube scroll video habis,neutral
cepat yutubnya iklan,neutral
tolong youtube menyaring informasi akurat kebanyakan kreator memposting video sesuai kenyataandan menyebarkan berita valid,positive
menpersetujui pembayaran premiun otomatis,positive
tolong diperbaiki fitur putar otomatis,positive
sekalinya updet ngotak nonton youtube tolang updet sampah,negative
tolong aplikasi buka hp android versi terima kasih,neutral
login coba update aplikasi update,negative
spam bot komentar promosi judi online youtube acuh acuh algoritma sorot blokir spam,negative
kasih bintang tabel dibawah youtube pas scrolling hilang pas kebawah tetep hilang tolong semoga diperbaiki,positive
menghibur krna ngsi luang nnton filmorahraga qta g lihat pas aktivitaskeren,positive
bagus offline berlangganan bagus,negative
udh updated kolmasih tetep buka apk,neutral
keren mantap berguna wawasan luas terima kasih kasi yuatub,positive
gila yt short komentar video hilang komentarnya landscape,negative
semenjak update muncul bug kanyak nonton vidio layarnya hitam,negative
pemutaran feednya suka error kadang kadang,positive
kebanyakan iklansering sendiritambah parah aplikasinya,negative
buka versi kadaluarsa perbaharui,neutral
updatenya android keatas pakai android,neutral
tolong iklan pinjaman online berhentikan memunculkan iklan bermutu bosan iklan pinjol teru,positive
upload video tibatiba dihapus adegan kekerasan apapun,negative
bug deh nonton dikit pause gitu,negative
banget ih iklannya iklan menit kurangin tolong,positive
bagus kadang buka aplikasinya tunggu notifikasi mencari download lengkap,negative
aplikasinya diperbaharui ps,neutral
aplikasi udh pdhl dh update kali lohh tolong,negative
youtobe dibuka admin toutobe menyenangkan nonton berita dunia opdate,negative
banyakan iklan mendingan aplikasi go tube youtube yuk pakai aplikasi go tube enak pakainya,negative
tolong diperbaiki bugnya kadang vidio berjalan layar hitam,neutral
tolong kembalikan saldo dana tiba² tertarik otomatis akun dana senilai sengaja kepencet fitur langganan ny mohon uang,positive
layaanan membantu memudahkan pengguna,positive
coba video ngebug tolong perbaiki,positive
youtube pakai lihat video video patah tolong saran,negative
preferensi kualitas video atur,positive
jaringan bagus pas masuk youtube gk jaringan parah aplikasi,negative
jelek masuk sinyal sinyal masuk sinyal,negative
parah bayar langganan langsung potong confirmasi langganan,positive
sok ngeselin cari sesuai caritolong perbaikitrutama drakor asli susah alur crita gx asik,negative
kali nonton ter pause tolong perbaiki,positive
kualitas video shortnya buruk jernih,positive
benci youtube tolong perbaiki nyaaku akun bernama dikagames pas tulisan login ulangmasukkan sandi verifikasi robot menerus terror pliss youtube perbaiki upload video game lagitolong lahh pa,negative
batasi data aplikasi kecuali akunseperti ulasan rating aplikasi dihapus rating hapus youtube shorts durasi videonya pendek suka pengen videonya berdurasi suka youtube shorts hapus youtube shortsnya youtube shorts hapus pokoknya jadikan jaman sekian duluh sakit hati banget mas saudara laki-laki,negative
tolong perbaiki youtube shortnya kualitas jelek lecet videonya,negative
ksh bintang ah sdh gal loging youtube yahapakah youtube sdh ganti versi terbarunyamohon pencerahanya mksh,positive
bagus kekurangannya cuman youtube maksa berlangganan suka maksa,negative
jaringan tolong main video macet macet beli kouta,negative
software bug stuck loading screen youtube bego,neutral
diupdate bug nyusahin pengguna,positive
gunain kadang kadang update server,positive
keren seru sayang youtubenya kebaca terbukagimana sonk,negative
yallah tolong kembalilan uang ketarik otomatis dana senilai fitur langganan mohon kembalikan uang membutuhkan,positive
yaallah tolong kembalikan uang ketarik otomatis akun dana senilai sengaja kepencet fitur langganan mohon kembalikan uang,positive
update youtube masuk diharuskan update update,negative
menonton vidio youtube pause,neutral
youtube minus gk lagu old lolo adil lagu new berkurang subscribe finah uhh,negative
youtube pas buka youtube video pencet ngeselin banget cok aplikasinya,negative
youtubebahkan longin menit langsung logout,positive
aktif buka halaman web je jaringan tampilkan setandar dfull,negative
youtube udh bagus cuman bot judi onlinenya tolong youtube hapusin bot judolnya,negative
seru banget suka nonton iklan bagus youtube,positive
soloh ganjreh metika nonton koncleh video dibklik cairan dublekok mblonteh kony,neutral
youtube tolong membatalkan youtube premium pas email tertulis dana dikembalikan,positive
yutube beralih yutube internet unisal updete menerus matikan yutube unisal updete mohon penjelesan,negative
youtobe dibukadulunyabisa mohon petunjuk mksih,neutral
youtube bukak bacaan program browser youtube usang bukak youtube,negative
pakai youtube layar hitam download deh rugi banget,negative
asik hapus history short restart trus hilang,neutral
tolong google tambahin notifikasi kepencet iklan web promosi tolong tambahin notifikasi memasuki web promosi tolong bangettt,neutral
tolong nonton vidio main gabisa,positive
seru banget konten seru banget tolong develo vidio asik adek mat,positive
lumayan bagus iklannya mengganggutapi apalah,negative
youtube gk buka hp versi terbaru deh versi terbaru tetep,positive
tolong ubah warna sisi layar abu abu hitam memutar video horizontal mengganggu,negative
fitur penghemat datanya kuota,negative
bermanfaat mempelajari materi belajar penuh edukasi,positive
aplikasi kasta pakai vidmate lancar iklan,negative
susah banget memperbarui aplikasi unistal tulisan apdate,negative
tube membantu meningkatkan pengetahuan selektif,positive
youtobenya muter muter melulu nyetel video sinyalnya kenceng tolong diperbaiki biar gk muter muter youtobenya,negative
youtube beda banget youtube bug bug komentar hilang diliat parah banget bug komentarnya lihat komen situ balasannya diliat kadang komentar gitu komentar hilang history pas cek komentarnya tu komentarnya diliat diliat history doang,negative
tarik pencarian akurat hilang anjing ganggu banget,negative
iklan disetiap menit maksa banget bayar kesel banget etdah,negative
menyedihkan tulisannya android hp android nga,negative
bagus pas sya video taruh thumblet make verify tolong hapus viturnya,positive
update memutar video ribet banget,negative
jelek asuk jaringan lancar masuk uda apet,negative
depelover perbaiki donload pakai data gabisa pakai wifi perbaiki,negative
saldo dana membayar rp menekan berlangganan tolong,positive
sebenarnnya kasih bintang limacuman jam buka tube deh gitu pas pncet tombol komentar,positive
kebanyakan iklan nonton vidio menit iklannya kali,positive
youtube susah kebuka loading nggatolong dibenahin ber pakai aplikasi,negative
sya men download hp sya kena reset jarak jau tolong bantu balas,negative
verifikasi pas suruh nomor telepon ganti nomor gitu nomor telpon emang segitu kocak,negative
suka aplikasi youtube aplikasi menghibur vidio sesad apa-apa vidio menghibur,negative
disambungkan tv bug translate tibatiba mati,negative
bug tampilan,positive
buka youtube akun login tolong perbaiki min,positive
bagus konten seru video anak anak bagus,negative
mohon developer youtube tolong orang timorleste mendaftarkan monetisasi mendaftar negara indonesia semoga youtube sukses,positive
kecewa iklan iklan floating ganggu uninstall,negative
tolong youtube sendri tolong perbaiki,positive
update buka aplikasinya kacau youtube,neutral
youtube udh bagus developer kasih masukan ketatin filter blokir komenan spam mengarah ilegal contoh temukan orang berkomentar mempromosikan judol judi online menggangu,negative
youtube respec iklansangat membosankan penonton,negative
buka video iklan lancar,positive
nonton pause nyaman,positive
youtube aneh video dimasukan daftar video otomatis masuk short video gmna,negative
bagus iklan suka bintang sukai,neutral
bug upload sentuh hape sajah,negative
membeli langganan membayar langganan sendiritolong kembalikan uang,positive
dikit dikit update loadingnya nonton videonya jaringan normal,negative
buka aplikasi youtube tolong perbaiki terima kasih,neutral
baguss nonton tapii ko nonton video suka ngebak video diem suara tetep jalan,positive
iklannya banyakin biar nonton,negative
buka app tibatiba videonya replay otomatis ganggu banget,neutral
untung kasih bintang habis kena mentok logo download install ulang update parah,negative
baguss banget suka tube gk iklan,positive
habis update gabisa dibuka update berguna,positive
youtube aneh buka aplikasi langsung mutar videonya otomatis,positive
aplikasi buruk era isinya iklan halhal positif,negative
ngebug hitam pas buka aplikasinya,negative
youtube versi upgrade tolong bantu,neutral
jengkel buka ytb kayak tik tok tampilanya paksa bikin gk nyaman tolong perbaiki min,negative
bagus keren banget adik nonton makasiyah youtube,negative
youtube iklannya sebentar sebentar iklan sengaja biar pakai premium,negative
suka load jaringan data bagus,negative
semoga kedepannya nyaman aplikasinya susah dibuka,positive
membuka apk hp samsung j prime kesalahan server,negative
video offline hilang semuagabisa nonton video manapun tulisannya video diputar parahh,negative
heran konten reupload pakai ai lolos monet yah youtube sarang reuploader,negative
full bug memutar video loading sinyal bagus,negative
cmn post tugas sekolah dikasih pelanggaran konten senonoh cmn konten tari saman lohh aneh banget,positive
youtube berlaku update berlaku update,neutral
update hapussin komentar manual satusatu komen yng hapus pilih dihapus maraknya pm judol komen youtuber yng ngeluh hapus,negative
jaringan lancar vidio diputar nyeselin,positive
iklan macet vidio sat muncul iklan langsung vidio putar,positive
bukak history penelusuran hilang tolong perbaiki bugnya,neutral
aplikasi terinstal kompetebelsolusi,negative
gambarnya putar vidionya buka sumpah kesel banget,negative
kualitas kadang menyala,positive
bug kalao download tulisan menugggu wifi trus udanh nyambung wifi,neutral
dibuka log perbaharui ttp gk dibuka,neutral
nonton tulisan login biru kuuuu,neutral
aplikasi youtube hp panel geser gk aplikasi youtube gk,negative
bagus tonton jaringan bagus lalot sekian semoga membantu,negative
perbarui buka youtube,neutral
bagus nonton video ketawa disitu bikin video,positive
bagus memuaskan lengkap jenis musik,negative
aplikasi bagus ditonton usang trus updet,negative
dulunya aplikasi bagus aplikasi aplikasi sampah baknya,negative
enak nonton suruh login login logiiiiin login suruh login ganggu banget dahh,negative
masuk youtube memutar vidio pemutaran feed nonaktif,negative
ceo youtube tlong perceptkan mendownload tnggu,neutral
bagus bikin filter kayak terimakasih,neutral
youtube diakses sdh diuninstall diupdate menerus,neutral
tolong yutup klok bukak yutunya gambar hitam fidio donlowtanya lihat,negative
jaringan stabil tiba² blur video shortnya,negative
updet bagus loding dowlottan apdet tolong cepat apdet cepat kerja keras,positive
bintang pilih youtube goblog komen short dasar,negative
tolong youtube updet benerin tuh bugnya,positive
pakai wifi loudng nge lag parah,negative
user smartphone gini musik bbrpa menit doang iklannya ngotak,positive
pas buka youtube stuck logo youtube nampilin beranda,positive
iklan terkontrol menit iklannya,neutral
pause pause pause otomatis menggangu kenikmatan menonton hilang,positive
menemukan bug iklan suara layar hitam,negative
menunggu update selanjut youtube short automatic translate pengguna iqoo z,negative
bagus suka berhenti jeda,neutral
developer komen short youtube kolom komennya komentar balas komen orang aneh udh gini,negative
update update suruh update,negative
komen bug developer ketimpa komen,neutral
youtube suka ngebug mohon perbaiki,positive
bagus bangettt pembaruan filternya,positive
kena bug masuk aplikasi youtube langsung play video beranda,negative
pakai hp redmi note versi nrdm,neutral
mohon maaf admin staff youtube video suka tekan suka muncul mohon perbaiki,negative
mempermudah syarat monetisasisaya berjualan youtube monetisasi,negative
menonton short youtube layar terpotong,negative
aplikasi sungguh menonton video menarik bikin bosen berterima kasih aplikasi youtube semoga umur selamat ramadhan,negative
aman error gk download,negative
asik scroll shorts tampilan video burik temperglass rusak hp,positive
youtube dibuka muncul videomalah layar hitam suara sajabgmna mmbetulkannya mohon bantuannyatrm ksh,negative
tolong banned akun ngelakuin spam link nggk nanggung² pakai akun bannedmeresahkan isi komenan youtube spam link semuadan blokir iklan pinjol yt muncul mulutolonglah yt emang fitur blockir iklannya nggk hadirinpercuma gimmick,negative
bug bosen mohon diperbaiki,negative
kebanyakan iklansetiap mutar menit iklannya muncul,neutral
maaf youtube download berulang kali mencoba,negative
aplikasi suka pagi malam nonton youtobe seru bangat,negative
koneksi oke ngk ply muter muter pdahal udh apdut,neutral
update berfungsi samsung,neutral
aplikasi seru diperbarui tolong perbarui terima kasih,neutral
ngecrash buka ytb cma layar blank putih trus otomatis,negative
abdet fidio youtube tolong perbaiki lagiaku pengen nonton kun anta,positive
hp oppo fs hmmm parah youtube kasih pembaruan oppo fs,neutral
membantu pengetahuan wawasan berkair bidang,positive
tolong youtube youtube ngelek wifi bagus deh mah cuman gambar doang ditonton aneh cokkk,negative
jeda tutup sblm tayangan utube habis tolong perbaiki,negative
langganan konfirmasi nomor wa email tolong keamanan tingkatkan,positive
youtube bagus menonton videovideo channel youtube kali menonton lambat,negative
yt video menit dianggap copyright please bug beneran ngapa,neutral
video diputar kena pause parah youtube skrng,negative
memuaskan bnyak iklan bermunculan bikin gemes x,negative
buka yutube smua vidio tonton kayak muter kya gtu,negative
ngebugsuara pecah patahpatah update,neutral
video download youtube hilang update mengembalikan video download youtube,negative
masuk tulisan usang tolong diperbaiki,negative
buka aplikasi youtubepadalah slalu update sdng pembaruan,neutral
gabisa skip iklan jelek batapa bedanya apk nonton ilegal gini,negative
senang iklan menambah fideonya,positive
bagus iklan bagusan nonton youtube kids youtube,neutral
update loading hilang,negative
mohon youtube benerin youtube buka youtube langsung short bikin gaenak banget,positive
iklan youtube premium memiliki iklan,positive
bagus membantu kegiatan sehari informasi penjualan hiburan,neutral
tube main jelak,positive
youtube hp oppo login youtube error update error butuh bantuan youtube,negative
lag video lancar koneksi internet aman,neutral
apk anj gunain premium tiba² saldo bayar hutang hilang gara² premium tolong pengembalian dana,positive
buka youtube ny pdahal sdh versi perbaharui,neutral
iklan iklan bermanfaat kirek,positive
tube kit peristiwa dunia mudah mengasikan,positive
bugleg paraherror update,neutral
kadang download video pakek wifi,positive
youtube lancarsebelumnya bagus lancar,neutral
kadang ngebug dibuka developer bikin apk,positive
aneh aplikasi yt skrg komentar kadang kadang engga,positive
buka video didownload ganti akun macet,neutral
update melulu aplikasi april udh update skrg tanggal april maunya ngomong-ngomong klen deh cuci sepatu,negative
lihat shorts kayak mohon kerjasamanya perbaiki youtubenya biar lihat shorts,positive
bug ngelag melulu aneh update performa,negative
kadang daftar penulusuran diliat hilang tibatiba,neutral
akun blokir alasan memakai akun tersebutini kali google,negative
tolong iklannya kuranginbanyak banget,positive
youtube disuruh bayar iklannya,negative
youtube bug aneh iklan habis iklan video bersuara kocakkkkkkk,neutral
kesini aplikasi tolol iklannya durusi bikin merusak suasana,negative
berfungsi video terimakasih youtube,positive
tolong balasan komentar suka muncul yah ui menarik youtube bagus,positive
sayangnya bug nyaman,positive
bugnya nonton vidio kadang suaranya layar gelap,negative
youtube devoloper kasih iklan skip lamaakin aneh,positive
aplikasi membantu perkerjaan pengetahuan dunia digitalisasi,negative
bagusssss aplikasinya iklannya mengganggu,neutral
error buka aplikasi langsung mutar video,negative
kebiasaan youtube habis update suka eror habis update lihat komentar balasan gk balasan giliran klik komentar balasan muncul,positive
bingung bolakbalek diinstal update berhasil,positive
kemarinkemarin bug komen keyboard freez bug komen short benerin,neutral
youtube kg hp oppo pas buka mlh layar putih,negative
youtube dihapus coba berkalikali aaneeh,positive
youtube tulisan sambungkan internet jarigan bagusdan update versi terbaru,positive
video diputarbuffering melulu wifi penuh,negative
nonton shorts selalau patah patah terua gambarnya tolong perbaki,negative
error buka diupdate,negative
suka macetmacet patahpatah aneh youtube,positive
tolng youtube pdhl udh download video putar,neutral
tolong youtube kadang bermasalah bermasalah protek eror server maksudnya,negative
bagus gk aplikasi,negative
youtube suka patahpatah suka eror pas nonton hpku rusak dibongkar,positive
maaf youtube kelewatan banget sosmed pakai youtube semenjak youtube diserang spam judol video tonton komentar judolnya capek banget fun spend time sosmed aman komentar judol semoga tim youtube indonesia youtube pusat fix,negative
update x update login tingkatkan,neutral
membantu ilmu tutor berjalan,positive
youtube menemukan bug langsung nonton perbaiki meresakan,positive
gimna udh pakai wifi data muter trus udh izinkan muter,negative
buruk masak update masak gabisa buka ram,negative
kecewa keamanan youtubemengapa komentar bot promosi judi online dewadoraagustotomandalikadoraaeroaxl promosi channelchannel populer spam youtube tolong tingkatkan keamanannya komentar mencurigakan bilang langsung hapus,positive
kualitas youtube berkurang ngebugkomen short,positive
informasimenghibur pengetahuanbayakpunya ide ilmu pengetahuanny,positive
cari lagu pakai suara lagu dangdut gk,positive
youtube deh update melulu lag patah,negative
aplikasi youtube update perbarui,negative
buka youtube jaringan kuota hp solusi,neutral
videonya download tolong perbaiki biar download biar lihat offline,neutral
bagus aplikasinya terkadang nge lag suka,positive
tolong youtube buka youtube dibilangyoutube usang malas tolong perbaiki yasaya kasih renting,negative
tibatiba buka layar putih tolong perbaiki,negative
terimakasih youtube aplikasi menariksemua tinggal ketik bicara sajasemoga update,negative
youtube bagus menonton tolong perbaiki berkomentar,negative
harap update aplikasi youtubenya versi terbaru april plus komentarnya dihilangkan please edit update versi april,negative
tolong developer perbaiki bugnya membuka youtube login akun,positive
habis update bug video pause,neutral
seru nonton sptakori pokoknya den yutuber udh suscribe meisse jessica clara tania vilmei willi salim terima kasih baca uia ui hai ui ui wkwwkwwkwkwkwk ahahahqhqahahahah hihhohihihihihihihihi,positive
youtube buka pas update gk najisss,positive
kadang buka reply komen semoga cepat fix,positive
notifikasi muncul coba update,negative
sdh datetp putar video nyaminta date terusss,neutral
masuk suka hitam hitam,negative
bagus versi android memakai tube,negative
suara video hilang speaker,neutral
komen judol bilang gacor maxwin apalah diatasi kasih bintang,negative
youtube mayan nonton cumantolong hilangin premium ganggu apa-apa tetep suka youtube mayan kasih bintang maaf ulasan kepanjangan,positive
youtube gmna disuruh update giliran update aplikasinya dibuka,positive
update versi usang aneh,negative
mantap nonton sayang iklan,positive
upload vidio aplikasi upload nambah ukuran aplikasi youtube,negative
gabis fikir dana berkurang beli otomatis youtube premium nyaman,positive
bagus bagus layar kaya rusak,negative
